facility_id,stroke_measure_name,stroke_score,compared_to_national
220062,Death rate for stroke patients,Not Available,Not Available
220063,Death rate for stroke patients,17.3,Worse Than the National Rate
220065,Death rate for stroke patients,13.6,No Different Than the National Rate
220066,Death rate for stroke patients,11.3,No Different Than the National Rate
220070,Death rate for stroke patients,13,No Different Than the National Rate
220071,Death rate for stroke patients,12.7,No Different Than the National Rate
220073,Death rate for stroke patients,13.2,No Different Than the National Rate
220074,Death rate for stroke patients,11.4,No Different Than the National Rate
220075,Death rate for stroke patients,Not Available,Not Available
220077,Death rate for stroke patients,15.1,No Different Than the National Rate
220080,Death rate for stroke patients,13,No Different Than the National Rate
220083,Death rate for stroke patients,11.5,No Different Than the National Rate
220084,Death rate for stroke patients,13.7,No Different Than the National Rate
220086,Death rate for stroke patients,11.1,Better Than the National Rate
220088,Death rate for stroke patients,Not Available,Not Available
220090,Death rate for stroke patients,13.4,No Different Than the National Rate
220095,Death rate for stroke patients,14,No Different Than the National Rate
220098,Death rate for stroke patients,Not Available,Not Available
22009F,Death rate for stroke patients,Not Available,Not Available
220100,Death rate for stroke patients,13.5,No Different Than the National Rate
220101,Death rate for stroke patients,11.8,No Different Than the National Rate
220105,Death rate for stroke patients,11.8,No Different Than the National Rate
220108,Death rate for stroke patients,11.6,No Different Than the National Rate
22010F,Death rate for stroke patients,Not Available,Not Available
220110,Death rate for stroke patients,12.6,No Different Than the National Rate
220111,Death rate for stroke patients,11.2,No Different Than the National Rate
220116,Death rate for stroke patients,13,No Different Than the National Rate
220119,Death rate for stroke patients,9.4,Better Than the National Rate
220126,Death rate for stroke patients,Not Available,Not Available
220135,Death rate for stroke patients,11.1,No Different Than the National Rate
220163,Death rate for stroke patients,10.8,Better Than the National Rate
220171,Death rate for stroke patients,13.3,No Different Than the National Rate
220175,Death rate for stroke patients,14.8,No Different Than the National Rate
220176,Death rate for stroke patients,13.1,No Different Than the National Rate
220177,Death rate for stroke patients,Not Available,Number of Cases Too Small
221300,Death rate for stroke patients,Not Available,Number of Cases Too Small
221302,Death rate for stroke patients,Not Available,Number of Cases Too Small
221303,Death rate for stroke patients,Not Available,Number of Cases Too Small
221304,Death rate for stroke patients,Not Available,Not Available
223300,Death rate for stroke patients,Not Available,Not Available
223302,Death rate for stroke patients,Not Available,Not Available
223304,Death rate for stroke patients,Not Available,Not Available
230002,Death rate for stroke patients,13.1,No Different Than the National Rate
230003,Death rate for stroke patients,Not Available,Number of Cases Too Small
230005,Death rate for stroke patients,14.8,No Different Than the National Rate
230013,Death rate for stroke patients,Not Available,Not Available
230015,Death rate for stroke patients,Not Available,Number of Cases Too Small
230017,Death rate for stroke patients,15.1,No Different Than the National Rate
230019,Death rate for stroke patients,12.6,No Different Than the National Rate
230020,Death rate for stroke patients,11.9,No Different Than the National Rate
230021,Death rate for stroke patients,12.5,No Different Than the National Rate
230022,Death rate for stroke patients,15.5,No Different Than the National Rate
230024,Death rate for stroke patients,13.1,No Different Than the National Rate
230029,Death rate for stroke patients,14.5,No Different Than the National Rate
230030,Death rate for stroke patients,12.7,No Different Than the National Rate
230031,Death rate for stroke patients,12.6,No Different Than the National Rate
230035,Death rate for stroke patients,11.4,No Different Than the National Rate
230036,Death rate for stroke patients,12.8,No Different Than the National Rate
230037,Death rate for stroke patients,16.1,No Different Than the National Rate
230038,Death rate for stroke patients,12.2,No Different Than the National Rate
230041,Death rate for stroke patients,14,No Different Than the National Rate
230046,Death rate for stroke patients,14,No Different Than the National Rate
230047,Death rate for stroke patients,15.3,No Different Than the National Rate
230053,Death rate for stroke patients,11.2,No Different Than the National Rate
230054,Death rate for stroke patients,11.1,No Different Than the National Rate
230055,Death rate for stroke patients,15.7,No Different Than the National Rate
230058,Death rate for stroke patients,13.7,No Different Than the National Rate
230059,Death rate for stroke patients,13.9,No Different Than the National Rate
23005F,Death rate for stroke patients,Not Available,Not Available
230066,Death rate for stroke patients,12.5,No Different Than the National Rate
230069,Death rate for stroke patients,11.3,No Different Than the National Rate
230070,Death rate for stroke patients,14.6,No Different Than the National Rate
230071,Death rate for stroke patients,Not Available,Not Available
230072,Death rate for stroke patients,13.1,No Different Than the National Rate
230075,Death rate for stroke patients,11.4,No Different Than the National Rate
230077,Death rate for stroke patients,12.2,No Different Than the National Rate
230078,Death rate for stroke patients,Not Available,Not Available
230080,Death rate for stroke patients,Not Available,Number of Cases Too Small
230081,Death rate for stroke patients,13.2,No Different Than the National Rate
230085,Death rate for stroke patients,Not Available,Number of Cases Too Small
230089,Death rate for stroke patients,11.4,No Different Than the National Rate
230092,Death rate for stroke patients,13.5,No Different Than the National Rate
230093,Death rate for stroke patients,12.9,No Different Than the National Rate
230095,Death rate for stroke patients,11.9,No Different Than the National Rate
230097,Death rate for stroke patients,13.6,No Different Than the National Rate
230099,Death rate for stroke patients,14.7,No Different Than the National Rate
230100,Death rate for stroke patients,Not Available,Number of Cases Too Small
230104,Death rate for stroke patients,Not Available,Number of Cases Too Small
230105,Death rate for stroke patients,13.9,No Different Than the National Rate
230108,Death rate for stroke patients,Not Available,Number of Cases Too Small
230110,Death rate for stroke patients,10.9,No Different Than the National Rate
230117,Death rate for stroke patients,16.3,No Different Than the National Rate
23011F,Death rate for stroke patients,Not Available,Not Available
230121,Death rate for stroke patients,12.8,No Different Than the National Rate
23012F,Death rate for stroke patients,Not Available,Not Available
230130,Death rate for stroke patients,11.5,No Different Than the National Rate
230132,Death rate for stroke patients,13.6,No Different Than the National Rate
230133,Death rate for stroke patients,11.8,No Different Than the National Rate
230141,Death rate for stroke patients,16.1,No Different Than the National Rate
230142,Death rate for stroke patients,12.8,No Different Than the National Rate
230144,Death rate for stroke patients,Not Available,Not Available
230146,Death rate for stroke patients,14.1,No Different Than the National Rate
230151,Death rate for stroke patients,12.7,No Different Than the National Rate
230156,Death rate for stroke patients,11.2,No Different Than the National Rate
230165,Death rate for stroke patients,14.5,No Different Than the National Rate
230167,Death rate for stroke patients,13,No Different Than the National Rate
230174,Death rate for stroke patients,Not Available,Number of Cases Too Small
230176,Death rate for stroke patients,16.2,No Different Than the National Rate
230180,Death rate for stroke patients,13.3,No Different Than the National Rate
230193,Death rate for stroke patients,12.9,No Different Than the National Rate
230195,Death rate for stroke patients,11.4,No Different Than the National Rate
230197,Death rate for stroke patients,11.3,No Different Than the National Rate
230207,Death rate for stroke patients,13.8,No Different Than the National Rate
230208,Death rate for stroke patients,Not Available,Number of Cases Too Small
230216,Death rate for stroke patients,13.5,No Different Than the National Rate
230217,Death rate for stroke patients,12,No Different Than the National Rate
230222,Death rate for stroke patients,13.1,No Different Than the National Rate
230227,Death rate for stroke patients,13,No Different Than the National Rate
230230,Death rate for stroke patients,13.1,No Different Than the National Rate
230236,Death rate for stroke patients,14.3,No Different Than the National Rate
230239,Death rate for stroke patients,18.8,No Different Than the National Rate
230241,Death rate for stroke patients,Not Available,Number of Cases Too Small
230244,Death rate for stroke patients,13.6,No Different Than the National Rate
230254,Death rate for stroke patients,12.4,No Different Than the National Rate
230259,Death rate for stroke patients,11,No Different Than the National Rate
230264,Death rate for stroke patients,Not Available,Not Available
230269,Death rate for stroke patients,11.6,No Different Than the National Rate
230270,Death rate for stroke patients,12.2,No Different Than the National Rate
230273,Death rate for stroke patients,16.7,No Different Than the National Rate
230275,Death rate for stroke patients,Not Available,Not Available
230277,Death rate for stroke patients,17.4,No Different Than the National Rate
230279,Death rate for stroke patients,Not Available,Not Available
230297,Death rate for stroke patients,Not Available,Number of Cases Too Small
230301,Death rate for stroke patients,Not Available,Not Available
230302,Death rate for stroke patients,12.5,No Different Than the National Rate
230303,Death rate for stroke patients,Not Available,Number of Cases Too Small
23037F,Death rate for stroke patients,Not Available,Not Available
231300,Death rate for stroke patients,Not Available,Not Available
231301,Death rate for stroke patients,Not Available,Number of Cases Too Small
231303,Death rate for stroke patients,Not Available,Number of Cases Too Small
231304,Death rate for stroke patients,Not Available,Number of Cases Too Small
231305,Death rate for stroke patients,Not Available,Number of Cases Too Small
231306,Death rate for stroke patients,Not Available,Number of Cases Too Small
231307,Death rate for stroke patients,Not Available,Number of Cases Too Small
231308,Death rate for stroke patients,Not Available,Not Available
231310,Death rate for stroke patients,Not Available,Number of Cases Too Small
231311,Death rate for stroke patients,Not Available,Not Available
231312,Death rate for stroke patients,Not Available,Not Available
231313,Death rate for stroke patients,Not Available,Not Available
231314,Death rate for stroke patients,Not Available,Not Available
231315,Death rate for stroke patients,Not Available,Not Available
231316,Death rate for stroke patients,Not Available,Number of Cases Too Small
231318,Death rate for stroke patients,Not Available,Number of Cases Too Small
231319,Death rate for stroke patients,Not Available,Number of Cases Too Small
231320,Death rate for stroke patients,Not Available,Number of Cases Too Small
231321,Death rate for stroke patients,Not Available,Number of Cases Too Small
231322,Death rate for stroke patients,Not Available,Number of Cases Too Small
231323,Death rate for stroke patients,Not Available,Not Available
231324,Death rate for stroke patients,Not Available,Not Available
231325,Death rate for stroke patients,Not Available,Number of Cases Too Small
231326,Death rate for stroke patients,Not Available,Number of Cases Too Small
231327,Death rate for stroke patients,Not Available,Number of Cases Too Small
231328,Death rate for stroke patients,Not Available,Number of Cases Too Small
231329,Death rate for stroke patients,Not Available,Not Available
231330,Death rate for stroke patients,Not Available,Not Available
231331,Death rate for stroke patients,Not Available,Number of Cases Too Small
231332,Death rate for stroke patients,Not Available,Number of Cases Too Small
231333,Death rate for stroke patients,Not Available,Number of Cases Too Small
231337,Death rate for stroke patients,Not Available,Number of Cases Too Small
231338,Death rate for stroke patients,Not Available,Number of Cases Too Small
231339,Death rate for stroke patients,Not Available,Number of Cases Too Small
231340,Death rate for stroke patients,Not Available,Number of Cases Too Small
233300,Death rate for stroke patients,Not Available,Not Available
240001,Death rate for stroke patients,15.1,No Different Than the National Rate
240002,Death rate for stroke patients,12.8,No Different Than the National Rate
240004,Death rate for stroke patients,11.6,No Different Than the National Rate
240006,Death rate for stroke patients,Not Available,Number of Cases Too Small
240010,Death rate for stroke patients,10.1,Better Than the National Rate
240014,Death rate for stroke patients,Not Available,Number of Cases Too Small
240018,Death rate for stroke patients,Not Available,Number of Cases Too Small
240019,Death rate for stroke patients,Not Available,Number of Cases Too Small
240020,Death rate for stroke patients,Not Available,Number of Cases Too Small
240022,Death rate for stroke patients,Not Available,Number of Cases Too Small
24002F,Death rate for stroke patients,Not Available,Not Available
240030,Death rate for stroke patients,14.2,No Different Than the National Rate
240036,Death rate for stroke patients,11.3,No Different Than the National Rate
240038,Death rate for stroke patients,11.4,No Different Than the National Rate
24003F,Death rate for stroke patients,Not Available,Not Available
240040,Death rate for stroke patients,Not Available,Number of Cases Too Small
240043,Death rate for stroke patients,12.8,No Different Than the National Rate
240044,Death rate for stroke patients,13.2,No Different Than the National Rate
240047,Death rate for stroke patients,15.5,No Different Than the National Rate
240050,Death rate for stroke patients,15.8,No Different Than the National Rate
240052,Death rate for stroke patients,14.9,No Different Than the National Rate
240053,Death rate for stroke patients,14.3,No Different Than the National Rate
240056,Death rate for stroke patients,14.8,No Different Than the National Rate
240057,Death rate for stroke patients,10.6,No Different Than the National Rate
240064,Death rate for stroke patients,12.6,No Different Than the National Rate
240066,Death rate for stroke patients,13.1,No Different Than the National Rate
240069,Death rate for stroke patients,13.2,No Different Than the National Rate
240071,Death rate for stroke patients,Not Available,Number of Cases Too Small
240075,Death rate for stroke patients,14.3,No Different Than the National Rate
240076,Death rate for stroke patients,12.3,No Different Than the National Rate
240078,Death rate for stroke patients,12,No Different Than the National Rate
240080,Death rate for stroke patients,13.1,No Different Than the National Rate
240084,Death rate for stroke patients,Not Available,Number of Cases Too Small
240088,Death rate for stroke patients,14.2,No Different Than the National Rate
240093,Death rate for stroke patients,10.8,No Different Than the National Rate
240100,Death rate for stroke patients,13.3,No Different Than the National Rate
240101,Death rate for stroke patients,12.4,No Different Than the National Rate
240104,Death rate for stroke patients,11.2,No Different Than the National Rate
240106,Death rate for stroke patients,12.6,No Different Than the National Rate
240115,Death rate for stroke patients,14.6,No Different Than the National Rate
240141,Death rate for stroke patients,Not Available,Number of Cases Too Small
240166,Death rate for stroke patients,12.2,No Different Than the National Rate
240187,Death rate for stroke patients,Not Available,Number of Cases Too Small
240206,Death rate for stroke patients,Not Available,Not Available
240207,Death rate for stroke patients,12.6,No Different Than the National Rate
240210,Death rate for stroke patients,12.6,No Different Than the National Rate
240213,Death rate for stroke patients,12.8,No Different Than the National Rate
240214,Death rate for stroke patients,Not Available,Number of Cases Too Small
241301,Death rate for stroke patients,Not Available,Not Available
241302,Death rate for stroke patients,Not Available,Number of Cases Too Small
241303,Death rate for stroke patients,Not Available,Number of Cases Too Small
241304,Death rate for stroke patients,Not Available,Number of Cases Too Small
241305,Death rate for stroke patients,Not Available,Number of Cases Too Small
241306,Death rate for stroke patients,Not Available,Number of Cases Too Small
241308,Death rate for stroke patients,Not Available,Number of Cases Too Small
241309,Death rate for stroke patients,Not Available,Not Available
241311,Death rate for stroke patients,Not Available,Not Available
241312,Death rate for stroke patients,Not Available,Not Available
241313,Death rate for stroke patients,Not Available,Number of Cases Too Small
241314,Death rate for stroke patients,Not Available,Number of Cases Too Small
241315,Death rate for stroke patients,Not Available,Number of Cases Too Small
241316,Death rate for stroke patients,Not Available,Number of Cases Too Small
241317,Death rate for stroke patients,Not Available,Not Available
241318,Death rate for stroke patients,Not Available,Number of Cases Too Small
241319,Death rate for stroke patients,Not Available,Number of Cases Too Small
241320,Death rate for stroke patients,Not Available,Number of Cases Too Small
241321,Death rate for stroke patients,Not Available,Not Available
241322,Death rate for stroke patients,Not Available,Not Available
241323,Death rate for stroke patients,Not Available,Number of Cases Too Small
241325,Death rate for stroke patients,Not Available,Number of Cases Too Small
241326,Death rate for stroke patients,Not Available,Number of Cases Too Small
241327,Death rate for stroke patients,Not Available,Number of Cases Too Small
241328,Death rate for stroke patients,Not Available,Number of Cases Too Small
241329,Death rate for stroke patients,Not Available,Number of Cases Too Small
241330,Death rate for stroke patients,Not Available,Number of Cases Too Small
241332,Death rate for stroke patients,Not Available,Number of Cases Too Small
241333,Death rate for stroke patients,Not Available,Number of Cases Too Small
241334,Death rate for stroke patients,Not Available,Number of Cases Too Small
241335,Death rate for stroke patients,Not Available,Number of Cases Too Small
241336,Death rate for stroke patients,Not Available,Not Available
241337,Death rate for stroke patients,Not Available,Not Available
241338,Death rate for stroke patients,Not Available,Number of Cases Too Small
241339,Death rate for stroke patients,Not Available,Number of Cases Too Small
241340,Death rate for stroke patients,Not Available,Number of Cases Too Small
241341,Death rate for stroke patients,Not Available,Number of Cases Too Small
241342,Death rate for stroke patients,Not Available,Number of Cases Too Small
241343,Death rate for stroke patients,Not Available,Number of Cases Too Small
241344,Death rate for stroke patients,Not Available,Number of Cases Too Small
241345,Death rate for stroke patients,Not Available,Not Available
241346,Death rate for stroke patients,Not Available,Number of Cases Too Small
241347,Death rate for stroke patients,Not Available,Not Available
241348,Death rate for stroke patients,Not Available,Number of Cases Too Small
241349,Death rate for stroke patients,Not Available,Number of Cases Too Small
241350,Death rate for stroke patients,Not Available,Number of Cases Too Small
241351,Death rate for stroke patients,Not Available,Number of Cases Too Small
241353,Death rate for stroke patients,Not Available,Number of Cases Too Small
241354,Death rate for stroke patients,Not Available,Number of Cases Too Small
241355,Death rate for stroke patients,Not Available,Number of Cases Too Small
241356,Death rate for stroke patients,Not Available,Number of Cases Too Small
241357,Death rate for stroke patients,Not Available,Number of Cases Too Small
241358,Death rate for stroke patients,Not Available,Not Available
241359,Death rate for stroke patients,Not Available,Number of Cases Too Small
241360,Death rate for stroke patients,Not Available,Number of Cases Too Small
241361,Death rate for stroke patients,Not Available,Number of Cases Too Small
241362,Death rate for stroke patients,Not Available,Number of Cases Too Small
241363,Death rate for stroke patients,Not Available,Number of Cases Too Small
241364,Death rate for stroke patients,Not Available,Number of Cases Too Small
241365,Death rate for stroke patients,Not Available,Number of Cases Too Small
241366,Death rate for stroke patients,Not Available,Number of Cases Too Small
241367,Death rate for stroke patients,Not Available,Number of Cases Too Small
241368,Death rate for stroke patients,Not Available,Number of Cases Too Small
241369,Death rate for stroke patients,Not Available,Number of Cases Too Small
241370,Death rate for stroke patients,Not Available,Number of Cases Too Small
241371,Death rate for stroke patients,Not Available,Number of Cases Too Small
241372,Death rate for stroke patients,Not Available,Number of Cases Too Small
241373,Death rate for stroke patients,Not Available,Number of Cases Too Small
241374,Death rate for stroke patients,Not Available,Number of Cases Too Small
241375,Death rate for stroke patients,Not Available,Not Available
241376,Death rate for stroke patients,Not Available,Number of Cases Too Small
241377,Death rate for stroke patients,Not Available,Number of Cases Too Small
241378,Death rate for stroke patients,Not Available,Number of Cases Too Small
241379,Death rate for stroke patients,Not Available,Not Available
241380,Death rate for stroke patients,Not Available,Number of Cases Too Small
241381,Death rate for stroke patients,Not Available,Number of Cases Too Small
243300,Death rate for stroke patients,Not Available,Not Available
243302,Death rate for stroke patients,Not Available,Not Available
250001,Death rate for stroke patients,11.2,No Different Than the National Rate
250002,Death rate for stroke patients,Not Available,Number of Cases Too Small
250004,Death rate for stroke patients,15.6,Worse Than the National Rate
250006,Death rate for stroke patients,10.9,No Different Than the National Rate
250007,Death rate for stroke patients,15.7,No Different Than the National Rate
250009,Death rate for stroke patients,13.2,No Different Than the National Rate
250017,Death rate for stroke patients,Not Available,Not Available
250018,Death rate for stroke patients,Not Available,Not Available
250019,Death rate for stroke patients,15.1,No Different Than the National Rate
250020,Death rate for stroke patients,12.3,No Different Than the National Rate
250025,Death rate for stroke patients,Not Available,Number of Cases Too Small
250027,Death rate for stroke patients,Not Available,Number of Cases Too Small
250031,Death rate for stroke patients,14.8,No Different Than the National Rate
250034,Death rate for stroke patients,12.7,No Different Than the National Rate
250036,Death rate for stroke patients,Not Available,Number of Cases Too Small
250038,Death rate for stroke patients,Not Available,Number of Cases Too Small
250040,Death rate for stroke patients,14.3,No Different Than the National Rate
250042,Death rate for stroke patients,Not Available,Number of Cases Too Small
250043,Death rate for stroke patients,14.7,No Different Than the National Rate
250044,Death rate for stroke patients,Not Available,Number of Cases Too Small
250048,Death rate for stroke patients,13.6,No Different Than the National Rate
250049,Death rate for stroke patients,Not Available,Not Available
250050,Death rate for stroke patients,15.7,No Different Than the National Rate
250057,Death rate for stroke patients,Not Available,Number of Cases Too Small
250058,Death rate for stroke patients,13.4,No Different Than the National Rate
250061,Death rate for stroke patients,Not Available,Number of Cases Too Small
250067,Death rate for stroke patients,Not Available,Number of Cases Too Small
250069,Death rate for stroke patients,12.9,No Different Than the National Rate
250072,Death rate for stroke patients,12.6,No Different Than the National Rate
250077,Death rate for stroke patients,13.5,No Different Than the National Rate
250078,Death rate for stroke patients,13.2,No Different Than the National Rate
250081,Death rate for stroke patients,Not Available,Not Available
250082,Death rate for stroke patients,15.3,No Different Than the National Rate
250084,Death rate for stroke patients,12.9,No Different Than the National Rate
250085,Death rate for stroke patients,Not Available,Number of Cases Too Small
250093,Death rate for stroke patients,13.1,No Different Than the National Rate
250094,Death rate for stroke patients,11.8,No Different Than the National Rate
250095,Death rate for stroke patients,Not Available,Number of Cases Too Small
250096,Death rate for stroke patients,Not Available,Number of Cases Too Small
250097,Death rate for stroke patients,Not Available,Number of Cases Too Small
250099,Death rate for stroke patients,15,No Different Than the National Rate
250100,Death rate for stroke patients,13.6,No Different Than the National Rate
250102,Death rate for stroke patients,11.4,No Different Than the National Rate
250104,Death rate for stroke patients,14.9,No Different Than the National Rate
250117,Death rate for stroke patients,Not Available,Number of Cases Too Small
250123,Death rate for stroke patients,12.4,No Different Than the National Rate
250124,Death rate for stroke patients,Not Available,Number of Cases Too Small
250127,Death rate for stroke patients,Not Available,Not Available
250134,Death rate for stroke patients,Not Available,Not Available
250136,Death rate for stroke patients,Not Available,Not Available
250138,Death rate for stroke patients,12.6,No Different Than the National Rate
250141,Death rate for stroke patients,12.4,No Different Than the National Rate
250151,Death rate for stroke patients,Not Available,Not Available
250152,Death rate for stroke patients,Not Available,Not Available
250162,Death rate for stroke patients,Not Available,Number of Cases Too Small
250167,Death rate for stroke patients,15.9,No Different Than the National Rate
250168,Death rate for stroke patients,14.5,No Different Than the National Rate
250172,Death rate for stroke patients,Not Available,Number of Cases Too Small
250174,Death rate for stroke patients,Not Available,Not Available
25039F,Death rate for stroke patients,Not Available,Not Available
25042F,Death rate for stroke patients,Not Available,Not Available
25043F,Death rate for stroke patients,Not Available,Not Available
251300,Death rate for stroke patients,Not Available,Number of Cases Too Small
251302,Death rate for stroke patients,Not Available,Number of Cases Too Small
251304,Death rate for stroke patients,Not Available,Not Available
251305,Death rate for stroke patients,Not Available,Not Available
251307,Death rate for stroke patients,Not Available,Not Available
251308,Death rate for stroke patients,Not Available,Not Available
251309,Death rate for stroke patients,Not Available,Number of Cases Too Small
251312,Death rate for stroke patients,Not Available,Number of Cases Too Small
251313,Death rate for stroke patients,Not Available,Number of Cases Too Small
251315,Death rate for stroke patients,Not Available,Number of Cases Too Small
251316,Death rate for stroke patients,Not Available,Not Available
251317,Death rate for stroke patients,Not Available,Not Available
251318,Death rate for stroke patients,Not Available,Number of Cases Too Small
251319,Death rate for stroke patients,Not Available,Number of Cases Too Small
251320,Death rate for stroke patients,Not Available,Number of Cases Too Small
251322,Death rate for stroke patients,Not Available,Number of Cases Too Small
251323,Death rate for stroke patients,Not Available,Not Available
251324,Death rate for stroke patients,Not Available,Number of Cases Too Small
251325,Death rate for stroke patients,Not Available,Not Available
251326,Death rate for stroke patients,Not Available,Number of Cases Too Small
251327,Death rate for stroke patients,Not Available,Number of Cases Too Small
251330,Death rate for stroke patients,Not Available,Number of Cases Too Small
251331,Death rate for stroke patients,Not Available,Number of Cases Too Small
251333,Death rate for stroke patients,Not Available,Not Available
251334,Death rate for stroke patients,Not Available,Number of Cases Too Small
251335,Death rate for stroke patients,Not Available,Not Available
251336,Death rate for stroke patients,Not Available,Number of Cases Too Small
251337,Death rate for stroke patients,Not Available,Number of Cases Too Small
251339,Death rate for stroke patients,Not Available,Not Available
260001,Death rate for stroke patients,16.1,No Different Than the National Rate
260005,Death rate for stroke patients,12.2,No Different Than the National Rate
260006,Death rate for stroke patients,17.5,Worse Than the National Rate
260009,Death rate for stroke patients,14.7,No Different Than the National Rate
260011,Death rate for stroke patients,13.7,No Different Than the National Rate
260017,Death rate for stroke patients,13.4,No Different Than the National Rate
260020,Death rate for stroke patients,11.1,No Different Than the National Rate
260022,Death rate for stroke patients,Not Available,Number of Cases Too Small
260023,Death rate for stroke patients,14.9,No Different Than the National Rate
260024,Death rate for stroke patients,Not Available,Number of Cases Too Small
260025,Death rate for stroke patients,13.8,No Different Than the National Rate
260027,Death rate for stroke patients,13,No Different Than the National Rate
26002F,Death rate for stroke patients,Not Available,Not Available
260032,Death rate for stroke patients,11.2,No Different Than the National Rate
260034,Death rate for stroke patients,Not Available,Number of Cases Too Small
260040,Death rate for stroke patients,14.5,No Different Than the National Rate
260048,Death rate for stroke patients,Not Available,Number of Cases Too Small
26004F,Death rate for stroke patients,Not Available,Not Available
260050,Death rate for stroke patients,Not Available,Number of Cases Too Small
260052,Death rate for stroke patients,12.8,No Different Than the National Rate
260057,Death rate for stroke patients,Not Available,Number of Cases Too Small
260059,Death rate for stroke patients,Not Available,Number of Cases Too Small
260061,Death rate for stroke patients,Not Available,Number of Cases Too Small
260062,Death rate for stroke patients,10.6,No Different Than the National Rate
260065,Death rate for stroke patients,13.9,No Different Than the National Rate
260068,Death rate for stroke patients,13.6,No Different Than the National Rate
260070,Death rate for stroke patients,Not Available,Number of Cases Too Small
260074,Death rate for stroke patients,Not Available,Number of Cases Too Small
260077,Death rate for stroke patients,12,No Different Than the National Rate
260078,Death rate for stroke patients,13.8,No Different Than the National Rate
26007F,Death rate for stroke patients,Not Available,Not Available
260081,Death rate for stroke patients,11.6,No Different Than the National Rate
260085,Death rate for stroke patients,12.4,No Different Than the National Rate
260091,Death rate for stroke patients,12.1,No Different Than the National Rate
260094,Death rate for stroke patients,13.6,No Different Than the National Rate
260095,Death rate for stroke patients,10.8,No Different Than the National Rate
260096,Death rate for stroke patients,14,No Different Than the National Rate
260097,Death rate for stroke patients,Not Available,Number of Cases Too Small
26009F,Death rate for stroke patients,Not Available,Not Available
260102,Death rate for stroke patients,Not Available,Number of Cases Too Small
260104,Death rate for stroke patients,9.8,Better Than the National Rate
260105,Death rate for stroke patients,14.7,No Different Than the National Rate
260108,Death rate for stroke patients,10.6,No Different Than the National Rate
260110,Death rate for stroke patients,14.3,No Different Than the National Rate
260113,Death rate for stroke patients,16.6,No Different Than the National Rate
260119,Death rate for stroke patients,14.5,No Different Than the National Rate
260137,Death rate for stroke patients,14.4,No Different Than the National Rate
260138,Death rate for stroke patients,12.4,No Different Than the National Rate
260141,Death rate for stroke patients,16,Worse Than the National Rate
260142,Death rate for stroke patients,Not Available,Number of Cases Too Small
260160,Death rate for stroke patients,Not Available,Number of Cases Too Small
260162,Death rate for stroke patients,Not Available,Number of Cases Too Small
260163,Death rate for stroke patients,13.6,No Different Than the National Rate
260175,Death rate for stroke patients,12.1,No Different Than the National Rate
260176,Death rate for stroke patients,Not Available,Not Available
260177,Death rate for stroke patients,12.4,No Different Than the National Rate
260179,Death rate for stroke patients,12.2,No Different Than the National Rate
260180,Death rate for stroke patients,11.9,No Different Than the National Rate
260183,Death rate for stroke patients,18.7,Worse Than the National Rate
260186,Death rate for stroke patients,14,No Different Than the National Rate
260190,Death rate for stroke patients,11.9,No Different Than the National Rate
260191,Death rate for stroke patients,13.3,No Different Than the National Rate
260193,Death rate for stroke patients,13.7,No Different Than the National Rate
260195,Death rate for stroke patients,13.2,No Different Than the National Rate
260200,Death rate for stroke patients,12.1,No Different Than the National Rate
260214,Death rate for stroke patients,12,No Different Than the National Rate
260216,Death rate for stroke patients,12.1,No Different Than the National Rate
260219,Death rate for stroke patients,12.2,No Different Than the National Rate
26023F,Death rate for stroke patients,Not Available,Not Available
261301,Death rate for stroke patients,Not Available,Number of Cases Too Small
261302,Death rate for stroke patients,Not Available,Not Available
261303,Death rate for stroke patients,Not Available,Number of Cases Too Small
261305,Death rate for stroke patients,Not Available,Number of Cases Too Small
261306,Death rate for stroke patients,Not Available,Number of Cases Too Small
261307,Death rate for stroke patients,Not Available,Number of Cases Too Small
261308,Death rate for stroke patients,Not Available,Number of Cases Too Small
261309,Death rate for stroke patients,Not Available,Number of Cases Too Small
261310,Death rate for stroke patients,Not Available,Number of Cases Too Small
261311,Death rate for stroke patients,Not Available,Number of Cases Too Small
261312,Death rate for stroke patients,Not Available,Number of Cases Too Small
261313,Death rate for stroke patients,Not Available,Number of Cases Too Small
261314,Death rate for stroke patients,Not Available,Number of Cases Too Small
261316,Death rate for stroke patients,Not Available,Number of Cases Too Small
261317,Death rate for stroke patients,Not Available,Not Available
261318,Death rate for stroke patients,Not Available,Number of Cases Too Small
261319,Death rate for stroke patients,Not Available,Number of Cases Too Small
261320,Death rate for stroke patients,Not Available,Number of Cases Too Small
261321,Death rate for stroke patients,Not Available,Number of Cases Too Small
261322,Death rate for stroke patients,Not Available,Number of Cases Too Small
261323,Death rate for stroke patients,Not Available,Number of Cases Too Small
261324,Death rate for stroke patients,Not Available,Number of Cases Too Small
261325,Death rate for stroke patients,Not Available,Number of Cases Too Small
261327,Death rate for stroke patients,Not Available,Not Available
261328,Death rate for stroke patients,Not Available,Number of Cases Too Small
261329,Death rate for stroke patients,Not Available,Number of Cases Too Small
261330,Death rate for stroke patients,Not Available,Number of Cases Too Small
261331,Death rate for stroke patients,Not Available,Number of Cases Too Small
261332,Death rate for stroke patients,Not Available,Number of Cases Too Small
261333,Death rate for stroke patients,Not Available,Number of Cases Too Small
261335,Death rate for stroke patients,Not Available,Number of Cases Too Small
261336,Death rate for stroke patients,Not Available,Number of Cases Too Small
