county_fips,county_name,state,stroke_mortality_rate,uninsured_rate,burden_index,population,state_norm,county_norm,hospitals_reporting,mean_stroke_score,mean_performance_weight,burden_scaled,supply_score,care_gap_index_raw,care_gap_index,SCAI,data_status,national_rank,category
12099,Palm Beach County,FL,87.7,13.2,11.5764,1507453.0,FL,PALM BEACH,11.0,12.436363636363636,0.5714285714285714,2.531822041796807,1.9859154836690125,0.5715554267573438,0.159727838020195,0.840272161979805,VALID,20.0,Highest Access
50007,Chittenden County,VT,52.2,3.3,1.7226,168831.0,VT,CHITTENDEN,1.0,10.7,2.0,1.0015873060962357,1.0986122886681098,0.5725900943382983,0.1600169879574339,0.8399830120425661,VALID,21.0,Highest Access
36027,Dutchess County,NY,42.3,4.2,1.7766,297144.0,NY,DUTCHESS,2.0,11.95,1.0,1.021227157618565,1.0986122886681098,0.5838178568783322,0.1631547173050465,0.8368452826949535,VALID,22.0,Highest Access
08035,Douglas County,CO,56.5,3.7,2.0905,368283.0,CO,DOUGLAS,4.0,12.125,0.6,1.128332890117191,1.2237754316221157,0.5899885108803384,0.1648791786202035,0.8351208213797965,VALID,23.0,Highest Access
36085,Richmond County,NY,38.3,3.9,1.4936999999999998,492734.0,NY,RICHMOND,2.0,11.1,0.6666666666666666,0.9137675513297168,0.8472978603872036,0.6119162540007271,0.1710071424839232,0.8289928575160768,VALID,24.0,Highest Access
24510,Baltimore City,MD,117.4,5.8,6.8092,577193.0,MD,BALTIMORE CITY,10.0,13.62,0.5,2.05530252582651,1.791759469228055,0.6195596515802251,0.1731431791889343,0.8268568208110656,VALID,25.0,Highest Access
27019,Carver County,MN,62.3,2.2,1.3706,108622.0,MN,CARVER,1.0,14.8,1.0,0.863143087663263,0.6931471805599453,0.6298888926464444,0.1760298062187169,0.8239701937812831,VALID,26.0,Highest Access
51610,Falls Church City,VA,62.7,1.4,0.8778,14593.0,VA,FALLS CHURCH CITY,0.0,,-1.0,0.63010087884231,0.0,0.63010087884231,0.1760890482364995,0.8239109517635004,VALID,27.0,Highest Access
34019,Hunterdon County,NJ,47.8,2.9,1.3861999999999997,129448.0,NJ,HUNTERDON,1.0,11.5,1.0,0.8697021424595628,0.6931471805599453,0.6346754405798046,0.1773674629308808,0.8226325370691192,VALID,28.0,Highest Access
36079,Putnam County,NY,42.8,3.3,1.4124,97988.0,NY,PUTNAM,1.0,14.3,1.0,0.8806221025946948,0.6931471805599453,0.6426444108415986,0.179594484723649,0.820405515276351,VALID,29.0,Highest Access
25027,Worcester County,MA,44.9,2.6,1.1674,861664.0,MA,WORCESTER,6.0,12.366666666666667,0.0833333333333333,0.7735282925067578,0.4054651081081644,0.6512495692120506,0.181999296712106,0.818000703287894,VALID,30.0,Highest Access
36119,Westchester County,NY,39.0,5.0,1.95,996888.0,NY,WESTCHESTER,7.0,11.814285714285717,0.25,1.0818051703517284,1.01160091167848,0.6551475860985421,0.1830886430479073,0.8169113569520926,VALID,31.0,Highest Access
36055,Monroe County,NY,53.8,3.1,1.6678,754068.0,NY,MONROE,4.0,13.075,0.3333333333333333,0.9812541627248066,0.8472978603872036,0.6571095357932266,0.1836369327996367,0.8163630672003632,VALID,32.0,Highest Access
34029,Ocean County,NJ,60.2,4.2,2.5284000000000004,646434.0,NJ,OCEAN,4.0,12.725,0.6,1.260844510402475,1.2237754316221157,0.6592768691398727,0.1842426194111573,0.8157573805888427,VALID,33.0,Highest Access
34003,Bergen County,NJ,49.7,6.2,3.0814000000000004,954717.0,NJ,BERGEN,5.0,12.66,0.5714285714285714,1.4064400668128485,1.3499267169490157,0.6662340208512983,0.1861868766950905,0.8138131233049095,VALID,34.0,Highest Access
55089,Ozaukee County,WI,62.9,2.4,1.5095999999999998,92345.0,WI,OZAUKEE,1.0,11.8,1.0,0.9201233778943312,0.6931471805599453,0.6714709344067359,0.1876503933392318,0.8123496066607682,VALID,35.0,Highest Access
34027,Morris County,NJ,52.9,4.7,2.4863,510375.0,NJ,MORRIS,3.0,11.8,0.75,1.2488410019148006,1.1786549963416462,0.6749689750612412,0.1886279616465101,0.8113720383534899,VALID,36.0,Highest Access
25021,Norfolk County,MA,51.0,1.9,0.969,724540.0,MA,NORFOLK,3.0,12.2,-0.1428571428571428,0.6775257996569884,0.0,0.6775257996569884,0.1893424961356541,0.8106575038643458,VALID,37.0,Highest Access
27163,Washington County,MN,67.2,3.4,2.2848,272298.0,MN,WASHINGTON,2.0,12.95,1.0,1.1893057672825322,1.0986122886681098,0.6799054833667753,0.1900075265357548,0.8099924734642452,VALID,38.0,Highest Access
19113,Linn County,IA,61.1,3.8,2.3218,229463.0,IA,LINN,2.0,14.15,1.0,1.2005068046827614,1.0986122886681098,0.6863089222109451,0.1917970422932668,0.8082029577067331,VALID,39.0,Highest Access
12115,Sarasota County,FL,53.6,10.0,5.36,449011.0,FL,SARASOTA,4.0,13.0,1.0,1.8500283773520307,1.6094379124341005,0.6891844796245302,0.1926006503901765,0.8073993496098234,VALID,40.0,Highest Access
36019,Clinton County,NY,54.3,2.9,1.5747,78961.0,NY,CLINTON,1.0,11.1,1.0,0.9457330224741128,0.6931471805599453,0.6901598758997376,0.1928732362689175,0.8071267637310824,VALID,41.0,Highest Access
25015,Hampshire County,MA,49.9,2.0,0.998,156595.0,MA,HAMPSHIRE,1.0,14.2,0.0,0.6921466802263617,0.0,0.6921466802263617,0.1934284719377682,0.8065715280622318,VALID,42.0,Highest Access
51107,Loudoun County,VA,47.2,5.1,2.4072,427082.0,VA,LOUDOUN,2.0,11.45,1.0,1.2258908396268666,1.0986122886681098,0.7008205348031431,0.1958524818832447,0.8041475181167553,VALID,43.0,Highest Access
72149,Villalba Municipio,PR,48.5,2.1,1.0185000000000002,21778.0,PR,VILLALBA MUNICIPIO,0.0,,-1.0,0.7023546613108586,0.0,0.7023546613108586,0.196281211449714,0.803718788550286,VALID,44.0,Highest Access
29183,St. Charles County,MO,67.6,4.3,2.9068,409830.0,MO,ST. CHARLES,4.0,12.45,0.6,1.3627186245911849,1.2237754316221157,0.7125453304724214,0.1991291129426458,0.8008708870573542,VALID,45.0,Highest Access
55117,Sheboygan County,WI,59.3,4.2,2.4906,117783.0,WI,SHEBOYGAN,2.0,13.45,1.0,1.250073641208599,1.0986122886681098,0.7146454231126983,0.1997160083536064,0.8002839916463935,VALID,46.0,Highest Access
51678,Lexington City,VA,79.9,2.1,1.6779000000000002,7420.0,VA,LEXINGTON CITY,1.0,15.2,1.0,0.9850329052723,0.6931471805599453,0.7188394309013326,0.2008880728032767,0.7991119271967232,VALID,47.0,Highest Access
25001,Barnstable County,MA,52.3,2.8,1.4643999999999997,230073.0,MA,BARNSTABLE,2.0,11.35,0.3333333333333333,0.9019483701582784,0.5108256237659906,0.7223197402788948,0.2018606858981664,0.7981393141018336,VALID,48.0,Highest Access
38015,Burleigh County,ND,54.6,4.7,2.5662000000000003,98986.0,ND,BURLEIGH,2.0,13.4,1.0,1.271500603117809,1.0986122886681098,0.7268948456705745,0.2031392525230578,0.7968607474769421,VALID,49.0,Highest Access
19059,Dickinson County,IA,46.4,3.7,1.7168,17844.0,IA,DICKINSON,1.0,13.3,1.0,0.9994547171348912,0.6931471805599453,0.7293639189426793,0.2038292638801439,0.796170736119856,VALID,50.0,Highest Access
